lake,datetime,temp_c,wind_kph,wind_dir,humidity,cloud,uv,precip_mm,condition,pressure_mb,dew_point_c,feelslike_c,gust_kph,is_day,will_it_rain,will_it_snow,vis_km,estimated_water_temp_c,estimated_wave_height_m,paddle_score,skill_level,season,season_intensity,hemisphere,climate_zone,region,regional_pattern,latitude,longitude,month,day_of_year,lake_region,lake_type,base_lake_name
Lake Michigan,2020-06-01 00:00,10.5,16.6,SSW,72,9,0.0,0.0,Clear,1023.0,5.7,8.4,26.5,0,0,0,10.0,6.9,0.046585384923119436,3.0,Advanced,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
Lake Michigan,2020-06-01 01:00,10.5,16.4,SSW,73,11,0.0,0.0,Clear,1023.0,5.9,8.4,22.1,0,0,0,10.0,6.9,0.04591267538131617,3.0,Advanced,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
Lake Michigan,2020-06-01 02:00,10.5,16.3,SSW,74,12,0.0,0.0,Clear,1023.0,6.0,8.4,27.1,0,0,0,10.0,6.9,0.04557693415545506,3.0,Advanced,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
Lake Michigan,2020-06-01 03:00,10.5,16.2,SSW,75,14,0.0,0.0,Clear,1023.0,6.2,8.4,26.8,0,0,0,10.0,6.9,0.04524160463171302,3.0,Advanced,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
Lake Michigan,2020-06-01 04:00,10.8,16.2,SSW,76,15,0.0,0.0,Clear,1023.0,6.7,8.7,26.4,0,0,0,10.0,7.2,0.04524160463171302,3.0,Advanced,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
Lake Michigan,2020-06-01 05:00,11.0,16.2,SSW,77,16,0.0,0.0,Clear,1023.0,7.2,9.1,25.4,0,0,0,10.0,7.4,0.04524160463171302,3.0,Advanced,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
Lake Michigan,2020-06-01 06:00,11.3,16.2,SSW,79,17,0.0,0.0,Clear,1023.0,7.7,9.4,25.4,0,0,0,10.0,7.7,0.04524160463171302,3.0,Advanced,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
Lake Michigan,2020-06-01 07:00,12.0,16.4,SSW,79,32,0.0,0.0,Partly cloudy,1023.0,8.4,10.2,26.3,1,0,0,10.0,8.4,0.04591267538131617,3.0,Advanced,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
Lake Michigan,2020-06-01 08:00,14.0,16.7,SSW,79,47,0.0,0.0,Partly cloudy,1022.0,7.1,12.6,28.4,1,0,0,10.0,10.4,0.04692234928539347,3.0,Advanced,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
Lake Michigan,2020-06-01 09:00,15.3,16.9,SSW,80,62,0.4,0.0,Cloudy,1022.0,7.6,15.3,31.0,1,0,0,10.0,11.7,0.047597487468097485,3.5,Intermediate,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
Lake Michigan,2020-06-01 10:00,15.9,18.0,SSW,78,73,1.0,0.0,Cloudy,1022.0,8.2,15.9,33.6,1,0,0,10.0,12.3,0.05133895078942089,3.5,Intermediate,summer,early,northern,temperate,North_America_South,varied,43.5,-87.0,6,153,USA_Great_Lakes,Lake,Lake Michigan
