lake,datetime,temp_c,wind_kph,wind_dir,humidity,cloud,uv,precip_mm,condition,pressure_mb,dew_point_c,feelslike_c,gust_kph,is_day,will_it_rain,will_it_snow,vis_km,estimated_water_temp_c,estimated_wave_height_m,paddle_score,skill_level,season,season_intensity,hemisphere,climate_zone,region,regional_pattern,latitude,longitude,month,day_of_year,lake_region,lake_type,base_lake_name
Lake Mead,2024-01-01 00:00,11.6,5.8,SSE,62,100,0.0,0.0,Overcast,1020.0,3.8,11.4,8.6,0,0,0,10.0,5.0,0.013189659222014028,3.0,Advanced,winter,mid,northern,subtropical,North_America_South,varied,36.1,-114.4,1,1,USA_Nevada,Reservoir,Lake Mead
Lake Mead,2024-01-01 01:00,10.3,4.7,SSE,63,47,0.0,0.0,Partly cloudy,1019.0,3.6,10.2,7.1,0,0,0,10.0,3.7,0.010247959777811521,2.5,Advanced,winter,mid,northern,subtropical,North_America_South,varied,36.1,-114.4,1,1,USA_Nevada,Reservoir,Lake Mead
Lake Mead,2024-01-01 02:00,9.0,4.0,S,69,28,0.0,0.0,Partly cloudy,1020.0,3.7,9.0,7.2,0,0,0,10.0,2.4,0.008444850628946524,2.5,Advanced,winter,mid,northern,subtropical,North_America_South,varied,36.1,-114.4,1,1,USA_Nevada,Reservoir,Lake Mead
Lake Mead,2024-01-01 03:00,9.2,4.7,SSE,69,27,0.0,0.0,Partly cloudy,1020.0,3.8,8.9,8.1,0,0,0,10.0,2.6,0.010247959777811521,2.5,Advanced,winter,mid,northern,subtropical,North_America_South,varied,36.1,-114.4,1,1,USA_Nevada,Reservoir,Lake Mead
Lake Mead,2024-01-01 04:00,8.6,1.8,SE,72,75,0.0,0.0,Cloudy,1020.0,3.8,8.6,3.3,0,0,0,10.0,2.0,0.0032392688058492333,2.5,Advanced,winter,mid,northern,subtropical,North_America_South,varied,36.1,-114.4,1,1,USA_Nevada,Reservoir,Lake Mead
Lake Mead,2024-01-01 05:00,9.5,2.5,ENE,67,91,0.0,0.0,Overcast,1020.0,3.8,9.5,4.0,0,0,0,10.0,2.9,0.0048044977359257245,2.5,Advanced,winter,mid,northern,subtropical,North_America_South,varied,36.1,-114.4,1,1,USA_Nevada,Reservoir,Lake Mead
Lake Mead,2024-01-01 06:00,9.1,3.2,NE,69,90,0.0,0.0,Overcast,1020.0,3.7,9.4,5.5,0,0,0,10.0,2.5,0.006461003207477179,2.5,Advanced,winter,mid,northern,subtropical,North_America_South,varied,36.1,-114.4,1,1,USA_Nevada,Reservoir,Lake Mead
Lake Mead,2024-01-01 07:00,9.0,4.0,NE,69,47,0.0,0.0,Partly cloudy,1020.0,3.6,9.0,6.7,0,0,0,10.0,2.4,0.008444850628946524,2.5,Advanced,winter,mid,northern,subtropical,North_America_South,varied,36.1,-114.4,1,1,USA_Nevada,Reservoir,Lake Mead
Lake Mead,2024-01-01 08:00,8.5,2.9,NNE,71,31,0.0,0.0,Partly cloudy,1021.0,3.6,8.5,5.1,1,0,0,10.0,1.9,0.005741132632704116,2.5,Advanced,winter,mid,northern,subtropical,North_America_South,varied,36.1,-114.4,1,1,USA_Nevada,Reservoir,Lake Mead
Lake Mead,2024-01-01 09:00,8.3,3.6,NNW,60,30,0.0,0.0,Partly cloudy,1021.0,1.1,8.4,6.6,1,0,0,10.0,1.7,0.007441885497344448,2.5,Advanced,winter,mid,northern,subtropical,North_America_South,varied,36.1,-114.4,1,1,USA_Nevada,Reservoir,Lake Mead
