lake,datetime,temp_c,wind_kph,wind_dir,humidity,cloud,uv,precip_mm,condition,pressure_mb,dew_point_c,feelslike_c,gust_kph,is_day,will_it_rain,will_it_snow,vis_km,estimated_water_temp_c,estimated_wave_height_m,paddle_score,skill_level,season,season_intensity,hemisphere,climate_zone,region,regional_pattern,latitude,longitude,month,day_of_year,lake_region,lake_type,base_lake_name
Washoe Lake,2023-12-01 00:00,-1.6,8.6,SW,89,14,0.0,0.0,Clear,1014.0,-4.8,-4.8,18.1,0,0,0,7.0,-8.3,0.02116011989643321,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 01:00,-1.5,4.7,W,92,30,0.0,0.0,Partly cloudy,1015.0,-5.2,-3.1,9.8,0,0,0,5.0,-8.2,0.010247959777811521,1.5,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 02:00,-2.6,4.7,WSW,92,6,0.0,0.0,Clear,1016.0,-5.4,-4.4,9.3,0,0,0,7.0,-9.3,0.010247959777811521,1.5,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 03:00,-3.3,8.3,SW,93,9,0.0,0.0,Clear,1017.0,-6.3,-6.7,17.4,0,0,0,10.0,-10.0,0.0202774665430942,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 04:00,-3.2,7.6,WSW,93,5,0.0,0.0,Clear,1018.0,-6.9,-6.3,15.9,0,0,0,10.0,-9.9,0.018243001481156446,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 05:00,-3.4,9.4,WSW,91,77,0.0,0.0,Cloudy,1019.0,-7.5,-7.2,19.7,0,0,0,10.0,-10.1,0.02354362907769575,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 06:00,-4.3,9.0,WSW,85,2,0.0,0.0,Clear,1020.0,-9.0,-8.1,18.9,0,0,0,10.0,-11.0,0.022346576264381177,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 07:00,-4.7,8.3,W,82,1,0.0,0.0,Sunny,1021.0,-9.7,-8.4,17.4,1,0,0,10.0,-11.4,0.0202774665430942,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 08:00,-3.8,7.9,WSW,87,5,0.0,0.0,Sunny,1021.0,-9.0,-7.1,15.2,1,0,0,10.0,-10.5,0.019110519461981165,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 09:00,-0.3,6.1,WSW,68,6,0.1,0.0,Sunny,1022.0,-7.1,-2.4,14.3,1,0,0,10.0,-7.0,0.014012505132255281,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 10:00,2.3,7.6,WSW,53,29,0.4,0.0,Partly cloudy,1020.0,-7.6,0.0,17.1,1,0,0,10.0,-4.4,0.018243001481156446,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 11:00,4.1,7.9,SW,43,33,0.8,0.0,Partly cloudy,1019.0,-8.4,2.0,18.2,1,0,0,10.0,-2.6,0.019110519461981165,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 12:00,5.4,9.4,WSW,41,79,0.3,0.0,Cloudy,1018.0,-7.8,3.2,19.4,1,0,0,10.0,-1.3,0.02354362907769575,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 13:00,7.1,12.7,WSW,39,12,0.6,0.0,Sunny,1017.0,-6.9,4.7,23.1,1,0,0,10.0,0.4,0.03378192923168376,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 14:00,7.0,11.5,WSW,36,28,0.2,0.0,Partly cloudy,1015.0,-7.1,4.8,25.2,1,0,0,10.0,0.3,0.029988682835972454,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 15:00,7.4,13.7,W,44,9,0.0,0.0,Sunny,1015.0,-4.1,4.9,26.2,1,0,0,10.0,0.7,0.036998546520638456,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 16:00,6.7,15.1,W,49,5,0.0,0.0,Sunny,1016.0,-3.3,3.8,25.3,1,0,0,10.0,0.0,0.0415807500850559,1.5,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 17:00,3.1,10.4,WSW,55,100,0.0,0.0,Overcast,1017.0,-3.7,0.2,16.7,0,0,0,10.0,-3.6,0.026580306823679734,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 18:00,1.5,9.4,WSW,74,99,0.0,0.0,Overcast,1019.0,-3.1,-1.4,19.7,0,0,0,10.0,-5.2,0.02354362907769575,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 19:00,0.8,10.1,WSW,82,100,0.0,0.0,Overcast,1021.0,-2.7,-2.4,21.2,0,0,0,10.0,-5.9,0.025662894063989257,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
Washoe Lake,2023-12-01 20:00,-0.2,9.4,SW,90,18,0.0,0.0,Clear,1021.0,-2.8,-3.4,17.6,0,0,0,10.0,-6.9,0.02354362907769575,2.0,Expert Only,winter,early,northern,subtropical,North_America_South,varied,39.2759212,-119.7948106,12,335,USA_California,Lake,Lake Tahoe
