lake,datetime,temp_c,wind_kph,wind_dir,humidity,cloud,uv,precip_mm,condition,pressure_mb,dew_point_c,feelslike_c,gust_kph,is_day,will_it_rain,will_it_snow,vis_km,estimated_water_temp_c,estimated_wave_height_m,paddle_score,skill_level,season,season_intensity,hemisphere,climate_zone,region,regional_pattern,latitude,longitude,month,day_of_year,lake_region,lake_type,base_lake_name
Yellowstone Lake,2022-02-01 00:00,-14.9,9.7,SW,96,79,0.0,0.0,Cloudy,1024.0,-15.5,-21.0,22.0,0,0,0,2.0,-22.1,0.02444815350636487,2.0,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 01:00,-15.7,8.8,SW,96,85,0.0,0.0,Cloudy,1024.0,-16.2,-21.5,21.9,0,0,0,3.0,-22.9,0.02175199973237555,2.0,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 02:00,-15.3,7.8,SSW,97,90,0.0,0.0,Overcast,1025.0,-16.8,-20.6,21.3,0,0,0,4.0,-22.5,0.018820601788967026,2.0,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 03:00,-16.2,6.8,SSW,98,96,0.0,0.0,Overcast,1026.0,-17.5,-21.2,19.3,0,0,0,5.0,-23.4,0.015963594147242223,2.0,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 04:00,-16.8,6.6,SSW,98,97,0.0,0.0,Overcast,1027.0,-18.2,-21.7,17.9,0,0,0,5.0,-24.0,0.015401843469769355,2.0,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 05:00,-15.9,6.4,S,99,99,0.0,0.0,Overcast,1027.0,-18.9,-20.5,17.2,0,0,0,5.0,-23.1,0.014843487512119205,2.0,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 06:00,-16.4,6.1,S,100,100,0.0,0.0,Overcast,1028.0,-19.6,-21.0,17.8,0,0,0,5.0,-23.6,0.014012505132255281,2.0,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 07:00,-16.8,5.6,S,100,100,0.0,0.0,Overcast,1029.0,-20.4,-21.0,16.7,0,0,0,6.7,-24.0,0.012645779795837402,2.0,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 08:00,-17.1,5.2,SSE,100,100,0.0,0.0,Overcast,1029.0,-21.3,-21.1,15.5,1,0,0,8.3,-24.3,0.011569750538969102,2.0,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 09:00,-17.0,4.7,SSE,100,100,0.0,0.0,Overcast,1030.0,-22.1,-20.6,17.4,1,0,0,10.0,-24.2,0.010247959777811521,1.5,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 10:00,-15.6,6.2,S,95,94,0.0,0.0,Overcast,1029.0,-19.6,-20.2,16.9,1,0,0,9.0,-22.8,0.01428861090468454,2.0,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 11:00,-14.5,7.8,SSW,90,87,0.1,0.3,Light freezing rain,1026.0,-17.1,-19.6,21.4,1,1,0,8.0,-21.7,0.018820601788967026,1.5,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 12:00,-12.6,9.4,SW,85,81,0.2,0.4,Light freezing rain,1024.0,-14.6,-18.1,22.5,1,1,0,7.0,-19.8,0.02354362907769575,1.5,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 13:00,-12.0,10.2,WSW,78,79,0.3,0.3,Light freezing rain,1022.0,-15.1,-17.7,28.1,1,1,0,7.7,-19.2,0.025968100829311485,1.5,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
Yellowstone Lake,2022-02-01 14:00,-11.4,11.0,WSW,71,76,0.2,0.1,Light freezing rain,1021.0,-15.6,-17.3,28.2,1,1,0,8.3,-18.6,0.02843093908515833,1.5,Expert Only,winter,late,northern,temperate,North_America_South,varied,44.4,-110.3,2,32,USA_Wyoming,Lake,Yellowstone Lake
