lake,datetime,temp_c,wind_kph,wind_dir,humidity,cloud,uv,precip_mm,condition,pressure_mb,dew_point_c,feelslike_c,gust_kph,is_day,will_it_rain,will_it_snow,vis_km,estimated_water_temp_c,estimated_wave_height_m,paddle_score,skill_level,season,season_intensity,hemisphere,climate_zone,region,regional_pattern,latitude,longitude,month,day_of_year,lake_region,lake_type,base_lake_name
Lake Murray,2022-05-01 00:00,18.8,18.0,S,66,13,0.0,0.0,Clear,1019.0,12.2,18.8,30.2,0,0,0,10.0,15.4,0.05133895078942089,4.0,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 01:00,18.2,17.2,S,69,13,0.0,0.0,Clear,1019.0,12.4,18.2,29.3,0,0,0,10.0,14.8,0.04861318983314572,4.0,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 02:00,17.6,16.3,S,73,13,0.0,0.0,Clear,1019.0,12.7,17.6,28.3,0,0,0,10.0,14.2,0.04557693415545506,3.5,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 03:00,17.0,15.5,S,77,13,0.0,0.0,Clear,1019.0,12.9,17.0,27.4,0,0,0,10.0,13.6,0.042905999213175304,3.5,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 04:00,16.4,12.7,SSW,80,12,0.0,0.0,Clear,1019.0,13.0,16.4,22.9,0,0,0,10.0,13.0,0.03378192923168376,4.0,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 05:00,15.9,10.0,SW,84,12,0.0,0.0,Clear,1019.0,13.1,15.9,18.5,0,0,0,10.0,12.5,0.025358291079377815,4.0,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 06:00,16.4,7.2,SW,87,12,0.0,0.0,Clear,1019.0,14.1,16.4,17.8,0,0,0,10.0,13.0,0.017096963257751716,4.0,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 07:00,17.9,8.0,SW,82,11,0.0,0.0,Sunny,1020.0,14.3,17.9,17.6,1,0,0,10.0,14.5,0.019401172051333095,4.0,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 08:00,19.4,8.9,SW,77,11,0.0,0.0,Sunny,1020.0,14.7,19.4,19.3,1,0,0,10.0,16.0,0.022048953960433534,4.5,Beginner,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 09:00,21.2,9.7,SW,72,11,0.6,0.0,Sunny,1020.0,15.2,21.2,20.0,1,0,0,10.0,17.8,0.02444815350636487,5.0,Beginner,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 10:00,22.7,11.0,SSW,64,10,2.5,0.0,Sunny,1020.0,15.1,24.8,22.0,1,0,0,10.0,19.3,0.02843093908515833,5.0,Beginner,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 11:00,25.7,12.4,SSW,55,10,5.5,0.0,Sunny,1020.0,15.7,26.6,25.4,1,0,0,10.0,22.3,0.03282660768280765,4.5,Beginner,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 12:00,28.6,13.7,SSW,47,10,8.5,0.0,Sunny,1020.0,16.2,29.2,24.7,1,0,0,10.0,25.2,0.036998546520638456,3.5,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 13:00,28.5,13.3,SSW,45,22,10.4,0.0,Sunny,1019.0,15.3,28.8,24.6,1,0,0,10.0,25.1,0.035706061758158464,3.5,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 14:00,28.4,13.0,SSW,42,86,2.4,0.0,Overcast,1018.0,14.3,28.5,26.8,1,0,0,10.0,25.0,0.03474177516856405,4.0,Intermediate,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 15:00,25.0,16.8,SSW,40,88,1.7,4.5,Moderate or heavy rain shower,1018.0,15.7,26.2,28.7,1,1,0,10.0,21.6,0.04725971744171836,3.0,Advanced,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 16:00,23.8,11.9,S,58,57,3.3,0.1,Patchy rain possible,1018.0,17.1,25.5,30.0,1,1,0,9.3,20.4,0.031244698362403196,4.5,Beginner,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 17:00,22.1,11.2,SSE,75,69,0.9,0.0,Cloudy,1017.0,16.4,24.6,16.6,1,0,0,8.7,18.7,0.029052372898266333,5.0,Beginner,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
Lake Murray,2022-05-01 18:00,22.3,10.4,SE,93,80,0.1,0.0,Cloudy,1017.0,18.0,24.6,17.6,1,0,0,8.0,18.9,0.026580306823679734,5.0,Beginner,spring,late,northern,subtropical,North_America_South,varied,34.1,-81.2,5,121,USA_South_Carolina,Lake,Lake Murray
