lake,datetime,temp_c,wind_kph,wind_dir,humidity,cloud,uv,precip_mm,condition,pressure_mb,dew_point_c,feelslike_c,gust_kph,is_day,will_it_rain,will_it_snow,vis_km,estimated_water_temp_c,estimated_wave_height_m,paddle_score,skill_level,season,season_intensity,hemisphere,climate_zone,region,regional_pattern,latitude,longitude,month,day_of_year,lake_region,lake_type,base_lake_name
Lake Minnewanka,2021-02-01 00:00,-3.1,11.9,WSW,92,89,0.0,0.0,Overcast,1016.0,-5.7,-7.5,43.0,0,0,0,7.0,-11.0,0.031244698362403196,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 01:00,-3.3,11.9,WSW,92,72,0.0,0.0,Cloudy,1016.0,-6.0,-7.8,42.5,0,0,0,8.0,-11.2,0.031244698362403196,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 02:00,-3.6,11.9,WSW,92,56,0.0,0.0,Partly cloudy,1016.0,-6.4,-8.2,41.4,0,0,0,9.0,-11.5,0.031244698362403196,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 03:00,-4.1,11.9,WSW,91,84,0.0,0.1,Light freezing rain,1016.0,-6.7,-8.7,40.0,0,1,0,10.0,-12.0,0.031244698362403196,1.5,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 04:00,-4.4,11.4,WSW,92,38,0.0,0.0,Partly cloudy,1016.0,-6.8,-9.0,39.3,0,0,0,10.0,-12.3,0.029676030192347956,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 05:00,-4.5,10.9,WSW,92,37,0.0,0.0,Partly cloudy,1014.0,-7.0,-8.9,38.9,0,0,0,10.0,-12.4,0.02812106603212332,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 06:00,-4.4,10.4,WSW,92,36,0.0,0.0,Partly cloudy,1014.0,-7.1,-8.6,40.1,0,0,0,10.0,-12.3,0.026580306823679734,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 07:00,-4.8,10.3,WSW,92,81,0.0,0.1,Light freezing rain,1014.0,-8.4,-9.1,40.3,0,1,0,10.0,-12.7,0.026273906635011023,1.5,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 08:00,-4.9,10.2,WSW,92,89,0.0,0.1,Light freezing rain,1013.0,-9.7,-9.2,39.6,0,1,0,10.0,-12.8,0.025968100829311485,1.5,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 09:00,-5.0,10.1,WSW,92,36,0.0,0.0,Partly cloudy,1013.0,-11.0,-9.3,39.7,1,0,0,10.0,-12.9,0.025662894063989257,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 10:00,-3.1,10.0,WSW,91,41,0.0,0.0,Partly cloudy,1012.0,-8.9,-7.0,39.4,1,0,0,10.0,-11.0,0.025358291079377815,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 11:00,-0.9,9.8,WSW,89,46,0.0,0.0,Partly cloudy,1012.0,-6.7,-4.3,37.6,1,0,0,10.0,-8.8,0.024750915842255347,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 12:00,1.2,6.0,WSW,87,51,0.1,0.0,Partly cloudy,1012.0,-4.6,-0.7,31.3,1,0,0,10.0,-6.7,0.013737303178610452,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 13:00,1.7,5.3,WSW,87,52,0.1,0.0,Partly cloudy,1011.0,-5.2,0.3,29.1,1,0,0,10.0,-6.2,0.011837255622108288,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 14:00,1.9,8.5,WSW,86,52,0.1,0.0,Partly cloudy,1010.0,-5.8,-0.7,28.7,1,0,0,10.0,-6.0,0.020865206802338786,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
Lake Minnewanka,2021-02-01 15:00,1.6,7.9,WSW,86,53,0.0,0.0,Partly cloudy,1010.0,-6.4,-0.8,28.1,1,0,0,10.0,-6.3,0.019110519461981165,2.0,Expert Only,winter,late,northern,temperate,North_America_North,continental,51.25,-115.35,2,32,Canada_Alberta,Lake,Lake Minnewanka
